,age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,days_since_last_contact,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
9590,38.0,unemployed,married,basic.6y,no,no,no,cellular,jun,thu,280.0,2,999,1,failure,yes,São Mamede de Infesta
9591,45.0,admin.,single,university.degree,no,yes,no,cellular,jun,thu,207.0,1,999,0,nonexistent,yes,Valongo
9592,29.0,admin.,single,unknown,no,yes,yes,cellular,jun,thu,449.0,1,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
9593,26.0,admin.,single,university.degree,no,no,yes,cellular,jun,thu,224.0,1,999,0,nonexistent,yes,Póvoa de Santa Iria
9594,38.0,student,single,high.school,no,no,no,cellular,jun,thu,400.0,1,999,0,nonexistent,yes,Vila Franca de Xira
9595,25.0,services,single,high.school,no,yes,no,cellular,jun,thu,217.0,1,999,0,nonexistent,yes,Esposende
9596,42.0,admin.,married,university.degree,no,no,no,cellular,jun,thu,160.0,1,999,0,nonexistent,yes,Elvas
9597,24.0,admin.,single,unknown,no,no,no,cellular,jun,thu,232.0,2,999,1,failure,yes,Valpaços
9598,21.0,services,single,professional.course,no,yes,yes,cellular,jun,thu,787.0,1,999,0,nonexistent,yes,Ermesinde
9599,30.0,admin.,single,university.degree,no,no,no,cellular,jun,thu,232.0,1,999,0,nonexistent,yes,Fundão
9600,50.0,technician,single,professional.course,no,yes,yes,cellular,jun,thu,160.0,1,999,1,failure,yes,Caniço
9601,25.0,services,single,high.school,no,yes,no,cellular,jun,thu,239.0,2,3,1,success,yes,Ílhavo
9602,36.0,management,unknown,university.degree,no,yes,no,cellular,jun,thu,232.0,1,999,1,failure,yes,Gondomar
9603,36.0,management,married,university.degree,no,no,no,cellular,jun,thu,194.0,1,999,0,nonexistent,yes,Oliveira do Bairro
9604,30.0,admin.,married,university.degree,no,yes,no,cellular,jun,thu,96.0,2,4,1,success,yes,Gouveia
9605,25.0,student,single,university.degree,no,no,yes,cellular,jun,thu,136.0,1,999,0,nonexistent,yes,Esmoriz
9606,31.0,admin.,married,university.degree,no,no,no,cellular,jun,thu,81.0,2,999,1,failure,yes,Serpa
9607,35.0,self-employed,married,university.degree,no,yes,no,cellular,jun,thu,269.0,1,999,0,nonexistent,yes,Fátima
9608,32.0,admin.,married,university.degree,no,no,yes,cellular,jun,thu,327.0,3,3,1,success,yes,Póvoa de Varzim
9609,28.0,admin.,single,high.school,no,yes,yes,cellular,jun,thu,296.0,2,999,0,nonexistent,yes,Setúbal
9610,53.0,housemaid,married,high.school,no,no,yes,cellular,jun,thu,147.0,1,999,2,failure,yes,Vila Franca de Xira
9611,35.0,admin.,married,university.degree,no,no,no,cellular,jun,thu,121.0,4,999,0,nonexistent,yes,Queluz
9612,32.0,admin.,single,university.degree,no,yes,no,cellular,jun,thu,89.0,2,999,0,nonexistent,yes,Fafe
9613,30.0,technician,single,professional.course,no,no,no,cellular,jun,thu,232.0,1,999,0,nonexistent,yes,Sines
9614,28.0,management,single,university.degree,no,yes,no,cellular,jun,thu,1161.0,1,4,1,success,yes,Portimão
9615,30.0,admin.,single,professional.course,no,unknown,unknown,cellular,jun,thu,246.0,1,7,1,success,yes,Vila Nova de Famalicão
9616,25.0,services,unknown,high.school,no,yes,yes,cellular,jun,thu,437.0,2,999,0,nonexistent,yes,Moura
9617,53.0,blue-collar,married,basic.9y,no,no,yes,cellular,jun,thu,232.0,2,999,0,nonexistent,yes,Loures
9618,24.0,student,single,high.school,no,unknown,unknown,cellular,jun,thu,232.0,3,999,2,failure,yes,Albufeira
9619,53.0,blue-collar,married,basic.6y,no,no,no,cellular,jun,thu,592.0,3,999,1,failure,yes,Vila Real de Santo António
9620,22.0,student,single,high.school,no,no,yes,telephone,jun,thu,166.0,2,999,0,nonexistent,yes,Portalegre
9621,52.0,blue-collar,single,basic.9y,no,no,no,cellular,jun,fri,174.0,2,3,1,success,yes,Esposende
9622,29.0,technician,married,high.school,no,no,no,cellular,jun,fri,397.0,1,999,0,nonexistent,yes,Gafanha da Nazaré
9623,46.0,housemaid,single,university.degree,no,yes,yes,cellular,jun,fri,324.0,1,3,1,success,yes,Estremoz
9624,30.0,admin.,single,university.degree,no,no,no,cellular,jun,fri,275.0,1,999,0,nonexistent,yes,Estremoz
9625,30.0,unknown,single,university.degree,no,no,yes,cellular,jun,fri,199.0,1,3,1,success,yes,Serpa
9626,32.0,admin.,single,university.degree,no,no,no,cellular,jun,fri,255.0,1,999,0,nonexistent,yes,Esmoriz
9627,28.0,admin.,single,university.degree,no,yes,no,cellular,jun,fri,232.0,1,999,0,nonexistent,yes,Fundão
9628,32.0,admin.,single,university.degree,no,no,no,cellular,jun,fri,462.0,1,999,0,nonexistent,yes,Águeda
9629,24.0,admin.,single,university.degree,no,no,no,cellular,jun,fri,255.0,2,999,0,nonexistent,yes,Agualva-Cacém
9630,51.0,technician,married,basic.9y,no,no,no,telephone,jun,fri,232.0,1,999,0,nonexistent,yes,Sines
9631,28.0,technician,single,professional.course,no,yes,yes,cellular,jun,fri,149.0,1,3,1,success,yes,Valongo
9632,25.0,student,married,university.degree,no,no,no,cellular,jun,fri,191.0,1,999,0,nonexistent,yes,Tarouca
9633,59.0,admin.,married,university.degree,unknown,yes,no,cellular,jun,fri,1543.0,1,999,0,nonexistent,yes,Covilhã
9634,31.0,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,207.0,1,999,0,nonexistent,yes,Vila Franca de Xira
9635,21.0,student,unknown,university.degree,no,no,no,cellular,jun,fri,493.0,2,999,0,nonexistent,yes,Tondela
9636,51.0,technician,single,university.degree,no,yes,no,cellular,jun,fri,509.0,1,999,0,nonexistent,yes,Lixa
9637,51.0,technician,single,university.degree,no,no,no,cellular,jun,fri,657.0,1,999,0,nonexistent,yes,Esmoriz
9638,29.0,technician,married,high.school,no,yes,no,cellular,jun,fri,232.0,3,999,0,nonexistent,yes,Tondela
9639,51.0,admin.,single,university.degree,no,no,no,cellular,jun,fri,159.0,2,999,0,nonexistent,yes,Portimão
9640,31.0,technician,married,unknown,no,yes,no,cellular,jun,fri,232.0,2,999,0,nonexistent,yes,Loulé
9641,48.0,admin.,married,university.degree,no,yes,no,telephone,jun,fri,232.0,3,999,0,nonexistent,yes,Agualva-Cacém
9642,30.0,admin.,married,unknown,no,yes,no,cellular,jun,fri,207.0,2,4,1,success,yes,Oliveira de Azeméis
9643,28.0,student,single,high.school,no,yes,no,cellular,jun,fri,232.0,3,999,0,nonexistent,yes,Gafanha da Nazaré
9644,38.0,technician,single,basic.9y,no,yes,no,cellular,jun,fri,103.0,2,999,0,nonexistent,yes,Freamunde
9645,35.0,technician,unknown,professional.course,no,yes,no,telephone,jun,fri,232.0,1,999,0,nonexistent,yes,Lamego
9646,20.0,student,single,high.school,no,yes,no,cellular,jun,fri,201.0,2,999,0,nonexistent,yes,Câmara de Lobos
9647,30.0,technician,single,university.degree,no,yes,no,cellular,jun,fri,166.0,2,999,0,nonexistent,yes,Pinhel
9648,34.0,admin.,single,high.school,no,no,no,cellular,jun,fri,232.0,2,999,0,nonexistent,yes,Peso da Régua
9649,45.0,admin.,married,unknown,no,no,no,cellular,jun,fri,232.0,2,999,0,nonexistent,yes,Águeda
9650,53.0,admin.,single,unknown,no,yes,no,cellular,jun,fri,304.0,2,3,1,success,yes,Ribeira Grande
9651,36.0,technician,single,professional.course,no,no,no,cellular,jun,fri,232.0,2,999,0,nonexistent,yes,Lixa
9652,36.0,technician,single,professional.course,no,yes,no,cellular,jun,fri,232.0,2,3,1,success,yes,Portimão
9653,30.0,management,single,university.degree,no,no,yes,cellular,jun,fri,232.0,7,999,0,nonexistent,yes,Caldas da Rainha
9654,29.0,technician,married,high.school,no,no,no,cellular,jun,fri,232.0,2,999,0,nonexistent,yes,Queluz
9655,32.0,management,single,university.degree,no,no,no,cellular,jun,mon,257.0,2,3,1,success,yes,Amarante
9656,27.0,unknown,single,high.school,no,yes,no,cellular,jun,mon,148.0,2,4,1,success,yes,Santa Cruz
9657,53.0,retired,single,basic.4y,no,yes,no,cellular,jun,mon,107.0,3,999,0,nonexistent,yes,Rio Tinto
9658,27.0,admin.,single,university.degree,no,no,no,cellular,jun,mon,138.0,3,999,0,nonexistent,yes,Funchal
9659,43.0,blue-collar,unknown,basic.6y,no,yes,no,cellular,jun,mon,458.0,6,999,0,nonexistent,yes,Fátima
9660,25.0,student,single,unknown,no,no,no,cellular,jun,mon,301.0,3,999,0,nonexistent,yes,Setúbal
9661,47.0,admin.,single,university.degree,no,yes,no,cellular,jun,mon,243.0,4,999,0,nonexistent,yes,Agualva-Cacém
9662,36.0,management,married,university.degree,no,no,no,cellular,jun,mon,200.0,4,999,0,nonexistent,yes,Tondela
9663,43.0,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,232.0,4,999,1,failure,yes,Gandra
9664,44.0,self-employed,married,university.degree,no,no,no,cellular,jun,tue,234.0,2,3,1,success,yes,Mealhada
9665,49.0,services,married,high.school,no,no,no,cellular,jun,tue,239.0,4,999,0,nonexistent,yes,Peso da Régua
9666,29.0,admin.,single,university.degree,no,no,no,cellular,jun,tue,160.0,2,999,0,nonexistent,yes,Ermesinde
9667,38.0,technician,married,professional.course,no,yes,no,cellular,jun,tue,993.0,4,3,1,success,yes,Funchal
9668,25.0,unemployed,married,university.degree,no,no,no,cellular,jun,tue,529.0,2,999,0,nonexistent,yes,Esmoriz
9669,32.0,entrepreneur,married,basic.4y,no,yes,no,cellular,jun,tue,183.0,2,999,1,failure,yes,Esmoriz
9670,25.0,admin.,single,unknown,no,no,no,telephone,jun,tue,221.0,7,999,0,nonexistent,yes,Moura
9671,54.0,blue-collar,married,basic.9y,no,no,no,cellular,jun,fri,258.0,2,999,0,nonexistent,yes,Valpaços
9672,54.0,blue-collar,married,basic.9y,no,yes,no,cellular,jun,fri,239.0,2,3,1,success,yes,Viseu
9673,55.0,retired,married,high.school,no,yes,yes,cellular,jun,fri,186.0,2,999,0,nonexistent,yes,Queluz
9674,22.0,self-employed,single,university.degree,no,yes,yes,cellular,jun,fri,126.0,6,999,0,nonexistent,yes,Faro
9675,22.0,technician,single,university.degree,no,yes,no,cellular,jun,fri,163.0,4,999,1,failure,yes,Lixa
9676,50.0,admin.,married,university.degree,no,yes,no,cellular,jun,fri,95.0,7,999,1,failure,yes,Freamunde
9677,33.0,unemployed,married,university.degree,no,yes,no,cellular,jun,mon,579.0,3,999,0,nonexistent,yes,Beja
9678,28.0,admin.,single,high.school,no,no,no,cellular,jun,mon,491.0,2,999,0,nonexistent,yes,Fátima
9679,32.0,technician,divorced,university.degree,no,yes,no,cellular,jun,mon,532.0,2,999,0,nonexistent,yes,Mirandela
9680,38.0,technician,single,unknown,no,no,no,cellular,jun,mon,441.0,1,999,0,nonexistent,yes,Funchal
9681,44.0,services,married,unknown,no,no,yes,cellular,jun,mon,151.0,1,999,0,nonexistent,yes,Vila Nova de Famalicão
9682,41.0,admin.,unknown,university.degree,no,yes,no,cellular,jun,mon,95.0,1,999,0,nonexistent,yes,Câmara de Lobos
9683,35.0,entrepreneur,divorced,university.degree,no,yes,no,telephone,jun,mon,351.0,6,999,0,nonexistent,yes,Leiria
9684,46.0,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,372.0,1,999,0,nonexistent,yes,Queluz
9685,30.0,admin.,married,university.degree,no,yes,no,cellular,jun,mon,232.0,1,999,0,nonexistent,yes,Entroncamento
9686,36.0,self-employed,single,university.degree,no,no,no,cellular,jun,mon,232.0,1,999,0,nonexistent,yes,Águeda
9687,29.0,unknown,single,high.school,no,yes,no,cellular,jun,mon,232.0,1,3,1,success,yes,Valongo
9688,31.0,blue-collar,married,university.degree,no,yes,no,cellular,jun,mon,382.0,2,999,0,nonexistent,yes,Agualva-Cacém
9689,38.0,retired,unknown,basic.4y,no,yes,no,cellular,jun,mon,257.0,1,999,0,nonexistent,yes,Lamego
9690,57.0,management,married,unknown,no,no,no,cellular,jun,mon,112.0,1,999,0,nonexistent,yes,Vila Nova de Foz Côa
9691,30.0,services,single,high.school,no,yes,no,cellular,jun,mon,232.0,2,999,0,nonexistent,yes,Queluz
9692,57.0,unknown,married,basic.4y,no,yes,no,cellular,jun,mon,232.0,1,999,0,nonexistent,yes,Almada
9693,57.0,unemployed,unknown,basic.4y,no,no,no,cellular,jun,mon,232.0,1,999,0,nonexistent,yes,Tondela
9694,24.0,student,single,unknown,no,yes,no,cellular,jun,mon,232.0,1,999,0,nonexistent,yes,Santa Comba Dão
9695,24.0,unknown,single,unknown,no,no,yes,cellular,jun,mon,188.0,1,999,0,nonexistent,yes,Portalegre
9696,29.0,admin.,married,high.school,no,no,no,cellular,jun,mon,155.0,1,999,1,failure,yes,Fátima
9697,52.0,self-employed,married,university.degree,no,yes,no,cellular,jun,mon,322.0,1,3,1,success,yes,Mirandela
9698,29.0,admin.,single,high.school,no,yes,yes,cellular,jun,mon,89.0,2,999,0,nonexistent,yes,Almada
9699,21.0,admin.,single,high.school,no,no,no,cellular,jun,mon,173.0,1,999,0,nonexistent,yes,Gafanha da Nazaré
9700,37.0,technician,married,professional.course,no,no,no,cellular,jun,mon,129.0,1,999,0,nonexistent,yes,Vila do Conde
9701,35.0,management,married,university.degree,no,no,no,cellular,jun,tue,232.0,2,999,0,nonexistent,yes,Rio Tinto
9702,53.0,housemaid,married,basic.4y,no,no,yes,cellular,jun,tue,263.0,2,999,0,nonexistent,yes,Torres Novas
9703,53.0,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,245.0,2,999,0,nonexistent,yes,Águeda
9704,38.0,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,355.0,1,999,0,nonexistent,yes,Elvas
9705,55.0,management,married,university.degree,no,yes,no,cellular,jun,tue,114.0,3,999,0,nonexistent,yes,Esposende
9706,57.0,retired,married,basic.4y,no,yes,yes,cellular,jun,tue,162.0,3,999,0,nonexistent,yes,Ponta Delgada
9707,25.0,technician,married,professional.course,no,yes,no,cellular,jun,tue,551.0,4,999,1,failure,yes,Elvas
9708,29.0,unemployed,single,basic.4y,no,no,yes,cellular,jun,wed,232.0,3,3,2,success,yes,Loulé
9709,25.0,student,single,university.degree,no,yes,yes,cellular,jun,thu,393.0,2,999,0,nonexistent,yes,Montemor-o-Novo
9710,29.0,admin.,single,university.degree,no,no,yes,cellular,jun,thu,813.0,4,999,0,nonexistent,yes,Santarém
9711,38.0,admin.,married,university.degree,no,no,yes,telephone,jun,thu,1603.0,10,999,0,nonexistent,yes,Câmara de Lobos
9712,49.0,admin.,married,university.degree,no,no,no,cellular,jun,thu,232.0,2,999,0,nonexistent,yes,Horta
9713,25.0,student,single,university.degree,no,no,yes,telephone,jun,thu,280.0,6,999,1,failure,yes,Alfena
9714,32.0,technician,married,high.school,no,yes,no,telephone,jun,fri,232.0,5,999,1,failure,yes,Santa Comba Dão
9715,39.0,student,single,unknown,no,yes,no,cellular,jun,fri,474.0,3,999,0,nonexistent,yes,Guimarães
9716,40.0,management,married,university.degree,no,yes,no,cellular,jun,mon,295.0,3,999,0,nonexistent,yes,Loulé
9717,40.0,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,883.0,1,999,1,failure,yes,Covilhã
9718,50.0,admin.,married,university.degree,no,no,no,cellular,jun,mon,232.0,1,3,1,success,yes,Setúbal
9719,39.0,admin.,married,university.degree,no,no,no,cellular,jun,mon,459.0,1,999,1,failure,yes,Santana
9720,36.0,services,married,university.degree,no,no,yes,cellular,jun,tue,255.0,2,3,1,success,yes,Valongo
9721,24.0,unknown,single,professional.course,no,no,no,cellular,jun,tue,232.0,1,4,1,success,yes,Almeirim
9722,36.0,entrepreneur,single,basic.4y,no,no,no,cellular,jun,tue,185.0,1,999,0,nonexistent,yes,Agualva-Cacém
9723,64.0,management,married,university.degree,no,no,no,cellular,jun,tue,205.0,1,999,0,nonexistent,yes,Esposende
9724,33.0,housemaid,married,university.degree,no,no,no,cellular,jun,tue,232.0,1,999,0,nonexistent,yes,Vila Franca de Xira
9725,50.0,admin.,married,high.school,no,no,no,cellular,jul,wed,140.0,3,999,0,nonexistent,yes,Beja
9726,55.0,management,married,unknown,no,no,yes,cellular,jul,wed,232.0,2,3,1,success,yes,Santa Comba Dão
9727,51.0,admin.,single,high.school,no,yes,no,telephone,jul,wed,372.0,1,999,0,nonexistent,yes,Maia
9728,61.0,unknown,married,university.degree,no,yes,yes,telephone,jul,wed,261.0,4,999,0,nonexistent,yes,Queluz
9729,24.0,self-employed,single,unknown,no,no,yes,cellular,jul,thu,342.0,2,999,0,nonexistent,yes,Esmoriz
9730,45.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,232.0,1,999,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
9731,45.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,252.0,1,999,0,nonexistent,yes,Seia
9732,50.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,232.0,1,999,0,nonexistent,yes,Odivelas
9733,38.0,admin.,married,university.degree,no,yes,no,telephone,jul,thu,363.0,1,999,0,nonexistent,yes,Santana
9734,59.0,blue-collar,unknown,basic.4y,no,yes,no,cellular,jul,thu,218.0,1,999,0,nonexistent,yes,Santa Comba Dão
9735,38.0,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,367.0,1,999,0,nonexistent,yes,Valongo
9736,51.0,technician,married,professional.course,no,no,no,cellular,jul,thu,566.0,1,13,1,success,yes,Elvas
9737,46.0,admin.,single,university.degree,no,yes,no,cellular,jul,thu,309.0,1,999,0,nonexistent,yes,Agualva-Cacém
9738,38.0,unknown,married,university.degree,no,yes,no,cellular,jul,thu,396.0,1,999,0,nonexistent,yes,Valongo
9739,32.0,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,940.0,1,14,1,success,yes,Santana
9740,56.0,entrepreneur,married,unknown,no,yes,no,cellular,jul,thu,232.0,2,999,0,nonexistent,yes,Valongo
9741,32.0,self-employed,single,university.degree,no,no,no,cellular,jul,thu,276.0,2,999,0,nonexistent,yes,Vendas Novas
9742,50.0,admin.,married,university.degree,no,yes,no,cellular,jul,thu,567.0,5,999,0,nonexistent,yes,Moura
9743,60.0,housemaid,married,basic.4y,no,yes,no,cellular,jul,thu,503.0,2,5,2,success,yes,Espinho
9744,51.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,135.0,2,999,1,failure,yes,Funchal
9745,46.0,admin.,divorced,high.school,no,yes,no,telephone,jul,thu,176.0,1,999,0,nonexistent,yes,Vila Franca de Xira
9746,57.0,retired,divorced,basic.9y,no,yes,no,cellular,jul,fri,247.0,2,999,0,nonexistent,yes,Rebordosa
9747,56.0,admin.,divorced,unknown,no,yes,no,telephone,jul,fri,353.0,2,999,0,nonexistent,yes,Gondomar
9748,21.0,unknown,single,high.school,no,yes,no,cellular,jul,fri,203.0,1,999,0,nonexistent,yes,Entroncamento
9749,29.0,admin.,single,unknown,no,no,no,cellular,jul,fri,232.0,1,999,0,nonexistent,yes,Santo Tirso
9750,47.0,unknown,married,professional.course,no,yes,no,cellular,jul,fri,175.0,1,999,0,nonexistent,yes,Lourosa
9751,29.0,technician,single,university.degree,no,no,no,cellular,jul,fri,232.0,6,999,0,nonexistent,yes,Loulé
9752,38.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,fri,409.0,2,999,0,nonexistent,yes,Gandra
9753,30.0,admin.,unknown,university.degree,no,no,no,cellular,jul,fri,438.0,2,999,0,nonexistent,yes,Marinha Grande
9754,33.0,admin.,unknown,unknown,no,no,no,cellular,jul,fri,704.0,1,999,0,nonexistent,yes,Gouveia
9755,56.0,retired,married,high.school,no,yes,yes,cellular,jul,fri,232.0,2,999,0,nonexistent,yes,Setúbal
9756,31.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,202.0,4,999,0,nonexistent,yes,Praia da Vitória
9757,23.0,student,single,high.school,no,no,no,cellular,jul,mon,232.0,3,999,0,nonexistent,yes,Torres Novas
9758,37.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,232.0,2,999,0,nonexistent,yes,Oliveira do Hospital
9759,28.0,services,single,university.degree,no,yes,no,cellular,jul,mon,232.0,4,999,0,nonexistent,yes,Almada
9760,53.0,admin.,married,high.school,no,no,no,cellular,jul,tue,964.0,1,999,1,failure,yes,Ponta Delgada
9761,33.0,management,married,university.degree,no,yes,no,cellular,jul,tue,232.0,1,999,0,nonexistent,yes,Oliveira do Bairro
9762,25.0,student,single,unknown,unknown,yes,no,cellular,jul,tue,371.0,1,999,0,nonexistent,yes,Gafanha da Nazaré
9763,46.0,admin.,divorced,unknown,no,unknown,unknown,cellular,jul,tue,297.0,1,999,0,nonexistent,yes,Vila Nova de Santo André
9764,26.0,services,single,unknown,no,yes,no,cellular,jul,tue,407.0,1,13,1,success,yes,Tondela
9765,23.0,student,single,high.school,no,yes,no,cellular,jul,tue,232.0,2,13,1,success,yes,Évora
9766,26.0,services,single,high.school,no,no,no,cellular,jul,tue,180.0,2,999,0,nonexistent,yes,Santana
9767,23.0,student,unknown,high.school,no,no,no,cellular,jul,tue,232.0,1,999,1,failure,yes,Tondela
9768,27.0,unknown,unknown,unknown,no,yes,no,telephone,jul,tue,876.0,1,999,0,nonexistent,yes,Portimão
9769,33.0,admin.,married,high.school,no,no,no,telephone,jul,tue,257.0,1,999,0,nonexistent,yes,Gouveia
9770,40.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,243.0,1,999,0,nonexistent,yes,Esmoriz
9771,31.0,admin.,single,high.school,no,yes,no,cellular,jul,wed,167.0,1,999,1,failure,yes,Entroncamento
9772,42.0,technician,married,university.degree,no,no,no,cellular,jul,wed,361.0,1,999,1,failure,yes,Gouveia
9773,42.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,268.0,2,999,0,nonexistent,yes,Abrantes
9774,29.0,technician,married,university.degree,no,yes,no,cellular,jul,wed,896.0,2,999,0,nonexistent,yes,Entroncamento
9775,20.0,student,single,high.school,no,yes,no,cellular,jul,wed,349.0,1,999,0,nonexistent,yes,Gouveia
9776,44.0,blue-collar,single,unknown,no,yes,no,telephone,jul,wed,576.0,1,999,0,nonexistent,yes,Águeda
9777,32.0,admin.,single,university.degree,no,yes,no,cellular,jul,wed,210.0,5,999,0,nonexistent,yes,Fátima
9778,26.0,admin.,single,university.degree,no,yes,no,cellular,jul,wed,153.0,1,999,0,nonexistent,yes,Tondela
9779,32.0,admin.,single,university.degree,no,yes,no,cellular,jul,wed,97.0,3,999,0,nonexistent,yes,Rio Tinto
9780,29.0,student,single,high.school,no,yes,no,cellular,jul,thu,253.0,2,999,0,nonexistent,yes,Barcelos
9781,23.0,blue-collar,single,unknown,no,no,no,cellular,jul,fri,104.0,2,999,0,nonexistent,yes,Agualva-Cacém
9782,23.0,technician,single,professional.course,no,yes,no,telephone,jul,fri,336.0,4,999,0,nonexistent,yes,Gondomar
9783,27.0,management,single,university.degree,no,yes,no,cellular,jul,mon,232.0,2,999,0,nonexistent,yes,Maia
9784,35.0,entrepreneur,married,high.school,no,no,no,cellular,jul,wed,1084.0,4,999,0,nonexistent,yes,Seixal
9785,51.0,admin.,married,university.degree,no,yes,no,cellular,jul,fri,139.0,5,999,0,nonexistent,yes,Marinha Grande
9786,30.0,student,single,university.degree,no,no,no,cellular,jul,tue,332.0,2,13,2,failure,yes,Seixal
9787,54.0,admin.,married,university.degree,no,no,yes,cellular,jul,tue,822.0,6,13,1,success,yes,Trancoso
9788,27.0,admin.,married,university.degree,no,no,yes,cellular,jul,tue,232.0,6,999,1,failure,yes,Santa Comba Dão
9789,38.0,management,married,unknown,no,no,no,cellular,jul,tue,486.0,5,999,0,nonexistent,yes,Montemor-o-Novo
9790,44.0,admin.,divorced,high.school,no,no,no,cellular,jul,tue,573.0,5,999,0,nonexistent,yes,Mirandela
9791,42.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,576.0,1,4,1,success,yes,Vila Nova de Gaia
9792,38.0,unknown,married,professional.course,no,no,no,cellular,aug,tue,232.0,1,999,0,nonexistent,yes,Queluz
9793,18.0,student,single,basic.9y,no,yes,no,cellular,aug,tue,642.0,1,999,0,nonexistent,yes,Funchal
9794,47.0,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,185.0,1,999,0,nonexistent,yes,Funchal
9795,52.0,management,married,university.degree,no,no,no,cellular,aug,tue,600.0,1,999,0,nonexistent,yes,Abrantes
9796,38.0,student,single,high.school,no,unknown,unknown,cellular,aug,tue,505.0,1,4,3,success,yes,Águeda
9797,51.0,management,married,university.degree,no,yes,no,cellular,aug,tue,249.0,1,999,0,nonexistent,yes,Trofa
9798,34.0,technician,single,professional.course,no,no,no,cellular,aug,wed,305.0,1,999,0,nonexistent,yes,Gondomar
9799,59.0,admin.,married,high.school,no,yes,no,cellular,aug,wed,1019.0,2,2,1,success,yes,Fátima
9800,34.0,technician,single,professional.course,no,no,no,cellular,aug,wed,232.0,1,999,0,nonexistent,yes,Amora
9801,38.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,232.0,1,999,0,nonexistent,yes,Torres Vedras
9802,57.0,technician,married,high.school,no,yes,yes,cellular,aug,wed,232.0,2,4,1,success,yes,Tondela
9803,59.0,admin.,unknown,high.school,no,yes,no,cellular,aug,wed,277.0,1,999,0,nonexistent,yes,Gafanha da Nazaré
9804,20.0,student,unknown,high.school,no,no,yes,cellular,aug,wed,254.0,1,999,0,nonexistent,yes,Alfena
9805,32.0,services,single,high.school,no,yes,yes,cellular,aug,wed,253.0,1,4,2,success,yes,Águeda
9806,37.0,admin.,married,high.school,no,no,no,cellular,aug,wed,232.0,2,999,1,failure,yes,Portimão
9807,39.0,unknown,married,basic.9y,no,no,no,cellular,aug,wed,394.0,1,999,0,nonexistent,yes,Gouveia
9808,46.0,admin.,married,high.school,no,no,no,telephone,aug,wed,232.0,2,999,0,nonexistent,yes,Marinha Grande
9809,59.0,retired,unknown,unknown,no,no,no,cellular,aug,wed,385.0,2,999,1,failure,yes,Almeirim
9810,37.0,technician,married,professional.course,no,no,no,cellular,aug,wed,157.0,3,4,2,success,yes,Vila Real
9811,42.0,unemployed,married,unknown,no,no,no,cellular,aug,thu,175.0,4,999,0,nonexistent,yes,Vila Franca de Xira
9812,52.0,retired,divorced,university.degree,no,yes,yes,cellular,aug,thu,155.0,2,4,1,success,yes,Tarouca
9813,32.0,technician,married,unknown,no,no,yes,cellular,aug,thu,975.0,4,999,0,nonexistent,yes,Covilhã
9814,52.0,retired,divorced,university.degree,no,no,no,cellular,aug,thu,232.0,1,15,1,success,yes,Ponte de Sor
9815,24.0,student,single,high.school,no,no,no,cellular,aug,thu,355.0,1,999,0,nonexistent,yes,Vila Franca de Xira
9816,54.0,admin.,divorced,high.school,no,yes,no,cellular,aug,thu,131.0,2,4,1,success,yes,Lagoa
9817,74.0,retired,married,high.school,no,yes,no,cellular,aug,thu,1452.0,1,999,1,failure,yes,Viseu
9818,42.0,unemployed,married,unknown,no,yes,yes,cellular,aug,thu,250.0,4,4,2,success,yes,Viseu
9819,31.0,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,310.0,2,999,1,failure,yes,Funchal
9820,35.0,admin.,single,university.degree,no,yes,no,telephone,aug,thu,338.0,1,999,0,nonexistent,yes,Agualva-Cacém
9821,38.0,technician,single,university.degree,no,yes,no,telephone,aug,thu,256.0,1,999,0,nonexistent,yes,Fafe
9822,44.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,232.0,2,999,0,nonexistent,yes,Portalegre
9823,76.0,retired,married,basic.4y,no,yes,no,cellular,aug,thu,550.0,1,999,0,nonexistent,yes,Serpa
